phrase_id,phrase_text,verb,noun,context
567,slice an oak vanity (drawer open),cut,vanity-open,interaction
568,cut an oak vanity,cut,vanity,interaction
569,slash an oak vanity,cut,vanity,interaction
570,slice an oak vanity,cut,vanity,interaction
571,cut a heavy wardrobe (open),cut,wardrobe-open,interaction
572,slash a heavy wardrobe (open),cut,wardrobe-open,interaction
573,slice a heavy wardrobe (open),cut,wardrobe-open,interaction
574,cut a heavy wardrobe,cut,wardrobe,interaction
575,slash a heavy wardrobe,cut,wardrobe,interaction
576,slice a heavy wardrobe,cut,wardrobe,interaction
577,cut an open leaded glass window,cut,window-open,interaction
578,slash an open leaded glass window,cut,window-open,interaction
579,slice an open leaded glass window,cut,window-open,interaction
580,cut a leaded glass window,cut,window,interaction
581,slash a leaded glass window,cut,window,interaction
582,slice a leaded glass window,cut,window,interaction
583,cut a moth-eaten wool cloak,cut,wool-cloak,interaction
584,slash a moth-eaten wool cloak,cut,wool-cloak,interaction
585,slice a moth-eaten wool cloak,cut,wool-cloak,interaction
586,devour a crude bandage,devour,bandage,interaction
587,gobble a crude bandage,devour,bandage,interaction
588,devour rumpled bed sheets,devour,bed-sheets,interaction
589,gobble rumpled bed sheets,devour,bed-sheets,interaction
590,devour a large four-poster bed,devour,bed,interaction
591,gobble a large four-poster bed,devour,bed,interaction
592,devour a heavy wool blanket,devour,blanket,interaction
593,gobble a heavy wool blanket,devour,blanket,interaction
594,devour a small brass key,devour,brass-key,interaction
595,gobble a small brass key,devour,brass-key,interaction
596,devour a lit tallow candle,devour,candle-lit,interaction
597,gobble a lit tallow candle,devour,candle-lit,interaction
598,devour a tallow candle,devour,candle,interaction
599,gobble a tallow candle,devour,candle,interaction
600,devour a ceramic chamber pot,devour,chamber-pot,interaction
601,gobble a ceramic chamber pot,devour,chamber-pot,interaction
602,devour a piece of cloth,devour,cloth,interaction
603,gobble a piece of cloth,devour,cloth,interaction
604,devour heavy velvet curtains (open),devour,curtains-open,interaction
605,gobble heavy velvet curtains (open),devour,curtains-open,interaction
606,devour heavy velvet curtains,devour,curtains,interaction
607,gobble heavy velvet curtains,devour,curtains,interaction
608,devour a glass shard,devour,glass-shard,interaction
609,gobble a glass shard,devour,glass-shard,interaction
610,devour a small knife,devour,knife,interaction
611,gobble a small knife,devour,knife,interaction
612,devour a lit match,devour,match-lit,interaction
613,gobble a lit match,devour,match-lit,interaction
614,devour a wooden match,devour,match,interaction
615,gobble a wooden match,devour,match,interaction
616,devour a small matchbox,devour,matchbox,interaction
617,gobble a small matchbox,devour,matchbox,interaction
618,devour a sewing needle,devour,needle,interaction
619,gobble a sewing needle,devour,needle,interaction
620,devour a small nightstand (drawer open),devour,nightstand-open,interaction
621,gobble a small nightstand (drawer open),devour,nightstand-open,interaction
622,devour a small nightstand,devour,nightstand,interaction
623,gobble a small nightstand,devour,nightstand,interaction
624,devour a blank sheet of paper,devour,paper,interaction
625,gobble a blank sheet of paper,devour,paper,interaction
626,devour an ink pen,devour,pen,interaction
627,gobble an ink pen,devour,pen,interaction
628,devour a graphite pencil,devour,pencil,interaction
629,gobble a graphite pencil,devour,pencil,interaction
630,devour a goose-down pillow,devour,pillow,interaction
631,gobble a goose-down pillow,devour,pillow,interaction
632,devour a sewing pin,devour,pin,interaction
633,gobble a sewing pin,devour,pin,interaction
634,devour a small glass bottle,devour,poison-bottle,interaction
635,gobble a small glass bottle,devour,poison-bottle,interaction
636,devour a dirty rag,devour,rag,interaction
637,gobble a dirty rag,devour,rag,interaction
638,devour a threadbare rug,devour,rug,interaction
639,gobble a threadbare rug,devour,rug,interaction
640,devour a burlap sack,devour,sack,interaction
641,gobble a burlap sack,devour,sack,interaction
642,devour a terrible burlap jacket,devour,terrible-jacket,interaction
643,gobble a terrible burlap jacket,devour,terrible-jacket,interaction
644,devour a spool of thread,devour,thread,interaction
645,gobble a spool of thread,devour,thread,interaction
646,devour an oak vanity (mirror broken),devour,vanity-mirror-broken,interaction
647,gobble an oak vanity (mirror broken),devour,vanity-mirror-broken,interaction
648,"devour an oak vanity (drawer open, mirror broken)",devour,vanity-open-mirror-broken,interaction
649,"gobble an oak vanity (drawer open, mirror broken)",devour,vanity-open-mirror-broken,interaction
650,devour an oak vanity (drawer open),devour,vanity-open,interaction
651,gobble an oak vanity (drawer open),devour,vanity-open,interaction
652,devour an oak vanity,devour,vanity,interaction
653,gobble an oak vanity,devour,vanity,interaction
654,devour a heavy wardrobe (open),devour,wardrobe-open,interaction
655,gobble a heavy wardrobe (open),devour,wardrobe-open,interaction
656,devour a heavy wardrobe,devour,wardrobe,interaction
657,gobble a heavy wardrobe,devour,wardrobe,interaction
658,devour an open leaded glass window,devour,window-open,interaction
659,gobble an open leaded glass window,devour,window-open,interaction
660,devour a leaded glass window,devour,window,interaction
661,gobble a leaded glass window,devour,window,interaction
662,devour a moth-eaten wool cloak,devour,wool-cloak,interaction
663,gobble a moth-eaten wool cloak,devour,wool-cloak,interaction
664,don a crude bandage,don,bandage,inventory
665,put on a crude bandage,don,bandage,inventory
666,wear a crude bandage,don,bandage,inventory
667,don rumpled bed sheets,don,bed-sheets,inventory
668,put on rumpled bed sheets,don,bed-sheets,inventory
669,wear rumpled bed sheets,don,bed-sheets,inventory
670,don a large four-poster bed,don,bed,inventory
671,put on a large four-poster bed,don,bed,inventory
672,wear a large four-poster bed,don,bed,inventory
673,don a heavy wool blanket,don,blanket,inventory
674,put on a heavy wool blanket,don,blanket,inventory
675,wear a heavy wool blanket,don,blanket,inventory
676,don a small brass key,don,brass-key,inventory
677,put on a small brass key,don,brass-key,inventory
678,wear a small brass key,don,brass-key,inventory
679,don a lit tallow candle,don,candle-lit,inventory
680,put on a lit tallow candle,don,candle-lit,inventory
681,wear a lit tallow candle,don,candle-lit,inventory
682,don a tallow candle,don,candle,inventory
683,put on a tallow candle,don,candle,inventory
684,wear a tallow candle,don,candle,inventory
685,don a ceramic chamber pot,don,chamber-pot,inventory
686,put on a ceramic chamber pot,don,chamber-pot,inventory
687,wear a ceramic chamber pot,don,chamber-pot,inventory
688,don a piece of cloth,don,cloth,inventory
689,put on a piece of cloth,don,cloth,inventory
690,wear a piece of cloth,don,cloth,inventory
691,don heavy velvet curtains (open),don,curtains-open,inventory
692,put on heavy velvet curtains (open),don,curtains-open,inventory
693,wear heavy velvet curtains (open),don,curtains-open,inventory
694,don heavy velvet curtains,don,curtains,inventory
695,put on heavy velvet curtains,don,curtains,inventory
696,wear heavy velvet curtains,don,curtains,inventory
697,don a glass shard,don,glass-shard,inventory
698,put on a glass shard,don,glass-shard,inventory
699,wear a glass shard,don,glass-shard,inventory
700,don a small knife,don,knife,inventory
701,put on a small knife,don,knife,inventory
702,wear a small knife,don,knife,inventory
703,don a lit match,don,match-lit,inventory
704,put on a lit match,don,match-lit,inventory
705,wear a lit match,don,match-lit,inventory
706,don a wooden match,don,match,inventory
707,put on a wooden match,don,match,inventory
708,wear a wooden match,don,match,inventory
709,don a small matchbox,don,matchbox,inventory
710,put on a small matchbox,don,matchbox,inventory
711,wear a small matchbox,don,matchbox,inventory
712,don a sewing needle,don,needle,inventory
713,put on a sewing needle,don,needle,inventory
714,wear a sewing needle,don,needle,inventory
715,don a small nightstand (drawer open),don,nightstand-open,inventory
716,put on a small nightstand (drawer open),don,nightstand-open,inventory
717,wear a small nightstand (drawer open),don,nightstand-open,inventory
718,don a small nightstand,don,nightstand,inventory
719,put on a small nightstand,don,nightstand,inventory
720,wear a small nightstand,don,nightstand,inventory
721,don a blank sheet of paper,don,paper,inventory
722,put on a blank sheet of paper,don,paper,inventory
723,wear a blank sheet of paper,don,paper,inventory
724,don an ink pen,don,pen,inventory
725,put on an ink pen,don,pen,inventory
726,wear an ink pen,don,pen,inventory
727,don a graphite pencil,don,pencil,inventory
728,put on a graphite pencil,don,pencil,inventory
729,wear a graphite pencil,don,pencil,inventory
730,don a goose-down pillow,don,pillow,inventory
731,put on a goose-down pillow,don,pillow,inventory
732,wear a goose-down pillow,don,pillow,inventory
733,don a sewing pin,don,pin,inventory
734,put on a sewing pin,don,pin,inventory
735,wear a sewing pin,don,pin,inventory
736,don a small glass bottle,don,poison-bottle,inventory
737,put on a small glass bottle,don,poison-bottle,inventory
738,wear a small glass bottle,don,poison-bottle,inventory
739,don a dirty rag,don,rag,inventory
740,put on a dirty rag,don,rag,inventory
741,wear a dirty rag,don,rag,inventory
742,don a threadbare rug,don,rug,inventory
743,put on a threadbare rug,don,rug,inventory
744,wear a threadbare rug,don,rug,inventory
745,don a burlap sack,don,sack,inventory
746,put on a burlap sack,don,sack,inventory
747,wear a burlap sack,don,sack,inventory
748,don a terrible burlap jacket,don,terrible-jacket,inventory
749,put on a terrible burlap jacket,don,terrible-jacket,inventory
750,wear a terrible burlap jacket,don,terrible-jacket,inventory
751,don a spool of thread,don,thread,inventory
752,put on a spool of thread,don,thread,inventory
753,wear a spool of thread,don,thread,inventory
754,don an oak vanity (mirror broken),don,vanity-mirror-broken,inventory
755,put on an oak vanity (mirror broken),don,vanity-mirror-broken,inventory
756,wear an oak vanity (mirror broken),don,vanity-mirror-broken,inventory
757,"don an oak vanity (drawer open, mirror broken)",don,vanity-open-mirror-broken,inventory
758,"put on an oak vanity (drawer open, mirror broken)",don,vanity-open-mirror-broken,inventory
759,"wear an oak vanity (drawer open, mirror broken)",don,vanity-open-mirror-broken,inventory
760,don an oak vanity (drawer open),don,vanity-open,inventory
761,put on an oak vanity (drawer open),don,vanity-open,inventory
762,wear an oak vanity (drawer open),don,vanity-open,inventory
763,don an oak vanity,don,vanity,inventory
764,put on an oak vanity,don,vanity,inventory
765,wear an oak vanity,don,vanity,inventory
766,don a heavy wardrobe (open),don,wardrobe-open,inventory
767,put on a heavy wardrobe (open),don,wardrobe-open,inventory
768,wear a heavy wardrobe (open),don,wardrobe-open,inventory
769,don a heavy wardrobe,don,wardrobe,inventory
770,put on a heavy wardrobe,don,wardrobe,inventory
771,wear a heavy wardrobe,don,wardrobe,inventory
772,don an open leaded glass window,don,window-open,inventory
773,put on an open leaded glass window,don,window-open,inventory
774,wear an open leaded glass window,don,window-open,inventory
775,don a leaded glass window,don,window,inventory
776,put on a leaded glass window,don,window,inventory
777,wear a leaded glass window,don,window,inventory
778,don a moth-eaten wool cloak,don,wool-cloak,inventory
779,put on a moth-eaten wool cloak,don,wool-cloak,inventory
780,wear a moth-eaten wool cloak,don,wool-cloak,inventory
781,drop a crude bandage,drop,bandage,inventory
782,release a crude bandage,drop,bandage,inventory
783,let go of a crude bandage,drop,bandage,inventory
